Year,CA,ODS,Indicador,Descripción,Value
2010,ANDALUCÍA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,32.470516085
2011,ANDALUCÍA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,33.12680659
2012,ANDALUCÍA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,36.012780422
2013,ANDALUCÍA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,31.011304759
2014,ANDALUCÍA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,30.294900958
2015,ANDALUCÍA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,33.518544626
2016,ANDALUCÍA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,31.021178648
2017,ANDALUCÍA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,29.513968021
2018,ANDALUCÍA,Salud y bienestar,3.4.1.2,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,30.120542841
2010,ANDALUCÍA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,21.137149751
2011,ANDALUCÍA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,15.707397993
2012,ANDALUCÍA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,17.368204138
2013,ANDALUCÍA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,15.273157015
2014,ANDALUCÍA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,17.590587653
2015,ANDALUCÍA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,20.635040084
2016,ANDALUCÍA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,17.610795703
2017,ANDALUCÍA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,19.54110302
2018,ANDALUCÍA,Salud y bienestar,3.4.1.3,Tasa de mortalidad atribuida a la diabetes,19.41418875
2010,ANDALUCÍA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,192.992414594
2011,ANDALUCÍA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,195.923451337
2012,ANDALUCÍA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,202.764240347
2013,ANDALUCÍA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,200.00562758
2014,ANDALUCÍA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,195.558233605
2015,ANDALUCÍA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,200.027719777
2016,ANDALUCÍA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,201.405627078
2017,ANDALUCÍA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,206.954799953
2018,ANDALUCÍA,Salud y bienestar,3.4.1.4,Tasa de mortalidad atribuida al cáncer,208.54788173
2010,ANDALUCÍA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,8.250112581
2011,ANDALUCÍA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,7.793838486
2012,ANDALUCÍA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,9.316323786
2013,ANDALUCÍA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,9.633654074
2014,ANDALUCÍA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,9.343509973
2015,ANDALUCÍA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,8.120656282
2016,ANDALUCÍA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,7.948656439
2017,ANDALUCÍA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,8.235349141
2018,ANDALUCÍA,Salud y bienestar,3.4.2.1,Tasa de mortalidad por suicidio,7.76805469
2010,ANDALUCÍA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,5.106639028
2011,ANDALUCÍA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,4.60925932
2012,ANDALUCÍA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,3.852973858
2013,ANDALUCÍA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,3.600697438
2014,ANDALUCÍA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,3.622993663
2015,ANDALUCÍA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,3.441157867
2016,ANDALUCÍA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,3.65305019
2017,ANDALUCÍA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,3.832055525
2018,ANDALUCÍA,Salud y bienestar,3.6.1.1,Tasa de mortalidad por lesiones debidas a accidentes de tráfico,3.152426482
2010,ANDALUCÍA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.085766562
2011,ANDALUCÍA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.113187793
2012,ANDALUCÍA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.144809062
2013,ANDALUCÍA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.12941394
2014,ANDALUCÍA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.173222532
2015,ANDALUCÍA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.098666655
2016,ANDALUCÍA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.110035696
2017,ANDALUCÍA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.142535666
2018,ANDALUCÍA,Salud y bienestar,3.7.2.1,Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad,0.063547743
2010,ANDALUCÍA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,13.331333486
2011,ANDALUCÍA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,11.449108061
2012,ANDALUCÍA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,10.932964755
2013,ANDALUCÍA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,10.362791747
2014,ANDALUCÍA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,9.632120347
2015,ANDALUCÍA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,9.538356773
2016,ANDALUCÍA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,9.188958225
2017,ANDALUCÍA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,8.897402555
2018,ANDALUCÍA,Salud y bienestar,3.7.2.2,Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad,8.028669212
2015,ANDALUCÍA,Salud y bienestar,3.8.1.1,,0.2022
2016,ANDALUCÍA,Salud y bienestar,3.8.1.1,,"228,000"
2017,ANDALUCÍA,Salud y bienestar,3.8.1.1,,"0,000"
2018,ANDALUCÍA,Salud y bienestar,3.8.1.1,,0.0961
2010,ANDALUCÍA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.939077556
2011,ANDALUCÍA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2.107089975
2012,ANDALUCÍA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.765449322
2013,ANDALUCÍA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2.074574021
2014,ANDALUCÍA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2.06176942
2015,ANDALUCÍA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,1.488390081
2016,ANDALUCÍA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2.439333189
2017,ANDALUCÍA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2.296853156
2018,ANDALUCÍA,Salud y bienestar,3.9.3.1,Tasa de mortalidad atribuida a intoxicaciones involuntarias,2.165062716
2011,ANDALUCÍA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,27.092649064
2012,ANDALUCÍA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,27.092649064
2014,ANDALUCÍA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,24.36817523
2017,ANDALUCÍA,Salud y bienestar,3.a.1.1,Porcentaje de fumadores diarios. Población de 15 y más años.,22.66818483
2010,ANDALUCÍA,Salud y bienestar,3.c.1.1,,39.255471048
2011,ANDALUCÍA,Salud y bienestar,3.c.1.1,,39.134336913
2012,ANDALUCÍA,Salud y bienestar,3.c.1.1,,38.836390446
2013,ANDALUCÍA,Salud y bienestar,3.c.1.1,,40.168675776
2014,ANDALUCÍA,Salud y bienestar,3.c.1.1,,43.026956702
2015,ANDALUCÍA,Salud y bienestar,3.c.1.1,,44.378870731
2016,ANDALUCÍA,Salud y bienestar,3.c.1.1,,45.219159633
2017,ANDALUCÍA,Salud y bienestar,3.c.1.1,,46.466781465
2018,ANDALUCÍA,Salud y bienestar,3.c.1.1,,47.72762763
2010,ANDALUCÍA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,43.069641496
2011,ANDALUCÍA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,43.372915281
2012,ANDALUCÍA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,41.39204321
2013,ANDALUCÍA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,41.282055103
2014,ANDALUCÍA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,45.724698433
2015,ANDALUCÍA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,47.720226651
2016,ANDALUCÍA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,48.829652181
2017,ANDALUCÍA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,51.491695574
2018,ANDALUCÍA,Salud y bienestar,3.c.1.2,Número de enfermeras por cada 10.000 habitantes,53.718796441
2010,ANDALUCÍA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,5.486020489
2011,ANDALUCÍA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,5.730615248
2012,ANDALUCÍA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,5.958423997
2013,ANDALUCÍA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.154579726
2014,ANDALUCÍA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.243141057
2015,ANDALUCÍA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.62321476
2016,ANDALUCÍA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,6.791674223
2017,ANDALUCÍA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,7.068886507
2018,ANDALUCÍA,Salud y bienestar,3.c.1.3,Número de dentistas por cada 10.000 habitantes,7.267955826
2010,ANDALUCÍA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,12.966739306
2011,ANDALUCÍA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,12.959235523
2012,ANDALUCÍA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,12.979618282
2013,ANDALUCÍA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,13.292604789
2014,ANDALUCÍA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,13.841105631
2015,ANDALUCÍA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,14.188863242
2016,ANDALUCÍA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,14.383698079
2017,ANDALUCÍA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,14.681167654
2018,ANDALUCÍA,Salud y bienestar,3.c.1.4,Número de farmacéuticos por cada 10.000 habitantes,14.989194775
2011,ANDALUCÍA,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,35.163577602
2016,ANDALUCÍA,Educación de calidad,4.3.1.1,Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación,43.133698352
2010,ANDALUCÍA,Educación de calidad,4.3.1.2,,10.524534278
2011,ANDALUCÍA,Educación de calidad,4.3.1.2,,10.329757644
2012,ANDALUCÍA,Educación de calidad,4.3.1.2,,10.313921432
2013,ANDALUCÍA,Educación de calidad,4.3.1.2,,10.146082785
2014,ANDALUCÍA,Educación de calidad,4.3.1.2,,9.096088975
2015,ANDALUCÍA,Educación de calidad,4.3.1.2,,9.181449991
2016,ANDALUCÍA,Educación de calidad,4.3.1.2,,8.670392782
2017,ANDALUCÍA,Educación de calidad,4.3.1.2,,8.63772701
2018,ANDALUCÍA,Educación de calidad,4.3.1.2,,9.026866559
2019,ANDALUCÍA,Educación de calidad,4.3.1.2,,9.592996292
2010,ANDALUCÍA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,62.217137321
2011,ANDALUCÍA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,63.637652483
2012,ANDALUCÍA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,66.155651351
2013,ANDALUCÍA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,67.093045888
2014,ANDALUCÍA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,68.829160478
2015,ANDALUCÍA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,69.046982184
2016,ANDALUCÍA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,71.318693403
2017,ANDALUCÍA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,70.97969345
2018,ANDALUCÍA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,71.950596526
2019,ANDALUCÍA,Educación de calidad,4.3.1.3,Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas,71.787767763
2010,ANDALUCÍA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.534955141
2011,ANDALUCÍA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.389241617
2012,ANDALUCÍA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.61553492
2013,ANDALUCÍA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.485332889
2014,ANDALUCÍA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.837699717
2015,ANDALUCÍA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.810786524
2016,ANDALUCÍA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.698173477
2017,ANDALUCÍA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.584509122
2018,ANDALUCÍA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,18.993048581
2019,ANDALUCÍA,Educación de calidad,4.3.1.4,Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas,19.53339458
2015,ANDALUCÍA,Educación de calidad,4.4.1.1,,59.91
2016,ANDALUCÍA,Educación de calidad,4.4.1.1,,62.01
2017,ANDALUCÍA,Educación de calidad,4.4.1.1,,63.98
2019,ANDALUCÍA,Educación de calidad,4.4.1.1,,68.01
2015,ANDALUCÍA,Educación de calidad,4.4.1.2,,89.49
2016,ANDALUCÍA,Educación de calidad,4.4.1.2,,92.32
2017,ANDALUCÍA,Educación de calidad,4.4.1.2,,92.63
2019,ANDALUCÍA,Educación de calidad,4.4.1.2,,95.48
2011,ANDALUCÍA,Educación de calidad,4.5.1.1,Índices de paridad (entre mujeres y hombres) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,85.430484593
2016,ANDALUCÍA,Educación de calidad,4.5.1.1,Índices de paridad (entre mujeres y hombres) de la población. entre 18 y 64 años de edad. que han realizado actividades educativas en los últimos 12 meses ,97.891383123
