Year;ODS;Indicador;Descripción;CA;Value
2012;Salud y bienestar;3.4.1.2;Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas;ANDALUCÍA;36,01278042
2013;Salud y bienestar;3.4.1.2;Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas;ANDALUCÍA;31,01130476
2014;Salud y bienestar;3.4.1.2;Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas;ANDALUCÍA;30,29490096
2015;Salud y bienestar;3.4.1.2;Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas;ANDALUCÍA;33,51854463
2016;Salud y bienestar;3.4.1.2;Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas;ANDALUCÍA;31,02117865
2017;Salud y bienestar;3.4.1.2;Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas;ANDALUCÍA;29,51396802
2018;Salud y bienestar;3.4.1.2;Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas;ANDALUCÍA;30,12054284
2010;Salud y bienestar;3.4.1.3;Tasa de mortalidad atribuida a la diabetes;ANDALUCÍA;21,13714975
2011;Salud y bienestar;3.4.1.3;Tasa de mortalidad atribuida a la diabetes;ANDALUCÍA;15,70739799
2012;Salud y bienestar;3.4.1.3;Tasa de mortalidad atribuida a la diabetes;ANDALUCÍA;17,36820414
2013;Salud y bienestar;3.4.1.3;Tasa de mortalidad atribuida a la diabetes;ANDALUCÍA;15,27315702
2014;Salud y bienestar;3.4.1.3;Tasa de mortalidad atribuida a la diabetes;ANDALUCÍA;17,59058765
2015;Salud y bienestar;3.4.1.3;Tasa de mortalidad atribuida a la diabetes;ANDALUCÍA;20,63504008
2016;Salud y bienestar;3.4.1.3;Tasa de mortalidad atribuida a la diabetes;ANDALUCÍA;17,6107957
2017;Salud y bienestar;3.4.1.3;Tasa de mortalidad atribuida a la diabetes;ANDALUCÍA;19,54110302
2018;Salud y bienestar;3.4.1.3;Tasa de mortalidad atribuida a la diabetes;ANDALUCÍA;19,41418875
2010;Salud y bienestar;3.4.1.4;Tasa de mortalidad atribuida al cáncer;ANDALUCÍA;192,9924146
2011;Salud y bienestar;3.4.1.4;Tasa de mortalidad atribuida al cáncer;ANDALUCÍA;195,9234513
2012;Salud y bienestar;3.4.1.4;Tasa de mortalidad atribuida al cáncer;ANDALUCÍA;202,7642403
2013;Salud y bienestar;3.4.1.4;Tasa de mortalidad atribuida al cáncer;ANDALUCÍA;200,0056276
2014;Salud y bienestar;3.4.1.4;Tasa de mortalidad atribuida al cáncer;ANDALUCÍA;195,5582336
2015;Salud y bienestar;3.4.1.4;Tasa de mortalidad atribuida al cáncer;ANDALUCÍA;200,0277198
2016;Salud y bienestar;3.4.1.4;Tasa de mortalidad atribuida al cáncer;ANDALUCÍA;201,4056271
2017;Salud y bienestar;3.4.1.4;Tasa de mortalidad atribuida al cáncer;ANDALUCÍA;206,9548
2018;Salud y bienestar;3.4.1.4;Tasa de mortalidad atribuida al cáncer;ANDALUCÍA;208,5478817
2010;Salud y bienestar;3.4.2.1;Tasa de mortalidad por suicidio;ANDALUCÍA;8,250112581
2011;Salud y bienestar;3.4.2.1;Tasa de mortalidad por suicidio;ANDALUCÍA;7,793838486
2012;Salud y bienestar;3.4.2.1;Tasa de mortalidad por suicidio;ANDALUCÍA;9,316323786
2013;Salud y bienestar;3.4.2.1;Tasa de mortalidad por suicidio;ANDALUCÍA;9,633654074
2014;Salud y bienestar;3.4.2.1;Tasa de mortalidad por suicidio;ANDALUCÍA;9,343509973
2015;Salud y bienestar;3.4.2.1;Tasa de mortalidad por suicidio;ANDALUCÍA;8,120656282
2016;Salud y bienestar;3.4.2.1;Tasa de mortalidad por suicidio;ANDALUCÍA;7,948656439
2017;Salud y bienestar;3.4.2.1;Tasa de mortalidad por suicidio;ANDALUCÍA;8,235349141
2018;Salud y bienestar;3.4.2.1;Tasa de mortalidad por suicidio;ANDALUCÍA;7,76805469
2010;Salud y bienestar;3.6.1.1;Tasa de mortalidad por lesiones debidas a accidentes de tráfico;ANDALUCÍA;5,106639028
2011;Salud y bienestar;3.6.1.1;Tasa de mortalidad por lesiones debidas a accidentes de tráfico;ANDALUCÍA;4,60925932
2012;Salud y bienestar;3.6.1.1;Tasa de mortalidad por lesiones debidas a accidentes de tráfico;ANDALUCÍA;3,852973858
2013;Salud y bienestar;3.6.1.1;Tasa de mortalidad por lesiones debidas a accidentes de tráfico;ANDALUCÍA;3,600697438
2014;Salud y bienestar;3.6.1.1;Tasa de mortalidad por lesiones debidas a accidentes de tráfico;ANDALUCÍA;3,622993663
2015;Salud y bienestar;3.6.1.1;Tasa de mortalidad por lesiones debidas a accidentes de tráfico;ANDALUCÍA;3,441157867
2016;Salud y bienestar;3.6.1.1;Tasa de mortalidad por lesiones debidas a accidentes de tráfico;ANDALUCÍA;3,65305019
2017;Salud y bienestar;3.6.1.1;Tasa de mortalidad por lesiones debidas a accidentes de tráfico;ANDALUCÍA;3,832055525
2018;Salud y bienestar;3.6.1.1;Tasa de mortalidad por lesiones debidas a accidentes de tráfico;ANDALUCÍA;3,152426482
2010;Salud y bienestar;3.7.2.1;Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;0,085766562
2011;Salud y bienestar;3.7.2.1;Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;0,113187793
2012;Salud y bienestar;3.7.2.1;Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;0,144809062
2013;Salud y bienestar;3.7.2.1;Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;0,12941394
2014;Salud y bienestar;3.7.2.1;Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;0,173222532
2015;Salud y bienestar;3.7.2.1;Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;0,098666655
2016;Salud y bienestar;3.7.2.1;Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;0,110035696
2017;Salud y bienestar;3.7.2.1;Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;0,142535666
2018;Salud y bienestar;3.7.2.1;Tasa de fecundidad de las adolescentes (entre 10 y 14 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;0,063547743
2010;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;13,33133349
2011;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;11,44910806
2012;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;10,93296476
2013;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;10,36279175
2014;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;9,632120347
2015;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;9,538356773
2016;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;9,188958225
2017;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;8,897402555
2018;Salud y bienestar;3.7.2.2;Tasa de fecundidad de las adolescentes (entre 15 y 19 años) por cada 1.000 mujeres de ese grupo de edad;ANDALUCÍA;8,028669212
2015;Salud y bienestar;3.8.1.1;;ANDALUCÍA;0,2022
2016;Salud y bienestar;3.8.1.1;;ANDALUCÍA;0,228
2017;Salud y bienestar;3.8.1.1;;ANDALUCÍA;0
2018;Salud y bienestar;3.8.1.1;;ANDALUCÍA;0,0961
2010;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;ANDALUCÍA;1,939077556
2011;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;ANDALUCÍA;2,107089975
2012;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;ANDALUCÍA;1,765449322
2013;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;ANDALUCÍA;2,074574021
2014;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;ANDALUCÍA;2,06176942
2015;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;ANDALUCÍA;1,488390081
2016;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;ANDALUCÍA;2,439333189
2017;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;ANDALUCÍA;2,296853156
2018;Salud y bienestar;3.9.3.1;Tasa de mortalidad atribuida a intoxicaciones involuntarias;ANDALUCÍA;2,165062716
2011;Salud y bienestar;3.a.1.1;Porcentaje de fumadores diarios. Población de 15 y más años.;ANDALUCÍA;27,09264906
2012;Salud y bienestar;3.a.1.1;Porcentaje de fumadores diarios. Población de 15 y más años.;ANDALUCÍA;27,09264906
2014;Salud y bienestar;3.a.1.1;Porcentaje de fumadores diarios. Población de 15 y más años.;ANDALUCÍA;24,36817523
2017;Salud y bienestar;3.a.1.1;Porcentaje de fumadores diarios. Población de 15 y más años.;ANDALUCÍA;22,66818483
2010;Salud y bienestar;3.c.1.1;;ANDALUCÍA;39,25547105
2011;Salud y bienestar;3.c.1.1;;ANDALUCÍA;39,13433691
2012;Salud y bienestar;3.c.1.1;;ANDALUCÍA;38,83639045
2013;Salud y bienestar;3.c.1.1;;ANDALUCÍA;40,16867578
2014;Salud y bienestar;3.c.1.1;;ANDALUCÍA;43,0269567
2015;Salud y bienestar;3.c.1.1;;ANDALUCÍA;44,37887073
2016;Salud y bienestar;3.c.1.1;;ANDALUCÍA;45,21915963
2017;Salud y bienestar;3.c.1.1;;ANDALUCÍA;46,46678147
2018;Salud y bienestar;3.c.1.1;;ANDALUCÍA;47,72762763
2010;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;ANDALUCÍA;43,0696415
2011;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;ANDALUCÍA;43,37291528
2012;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;ANDALUCÍA;41,39204321
2013;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;ANDALUCÍA;41,2820551
2014;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;ANDALUCÍA;45,72469843
2015;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;ANDALUCÍA;47,72022665
2016;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;ANDALUCÍA;48,82965218
2017;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;ANDALUCÍA;51,49169557
2018;Salud y bienestar;3.c.1.2;Número de enfermeras por cada 10.000 habitantes;ANDALUCÍA;53,71879644
2010;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;ANDALUCÍA;5,486020489
2011;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;ANDALUCÍA;5,730615248
2012;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;ANDALUCÍA;5,958423997
2013;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;ANDALUCÍA;6,154579726
2014;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;ANDALUCÍA;6,243141057
2015;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;ANDALUCÍA;6,62321476
2016;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;ANDALUCÍA;6,791674223
2017;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;ANDALUCÍA;7,068886507
2018;Salud y bienestar;3.c.1.3;Número de dentistas por cada 10.000 habitantes;ANDALUCÍA;7,267955826
2010;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;ANDALUCÍA;12,96673931
2011;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;ANDALUCÍA;12,95923552
2012;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;ANDALUCÍA;12,97961828
2013;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;ANDALUCÍA;13,29260479
2014;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;ANDALUCÍA;13,84110563
2015;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;ANDALUCÍA;14,18886324
2016;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;ANDALUCÍA;14,38369808
2017;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;ANDALUCÍA;14,68116765
2018;Salud y bienestar;3.c.1.4;Número de farmacéuticos por cada 10.000 habitantes;ANDALUCÍA;14,98919478
2011;Educación de calidad;4.3.1.1;Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación;ANDALUCÍA;35,1635776
2016;Educación de calidad;4.3.1.1;Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación;ANDALUCÍA;43,13369835
2010;Educación de calidad;4.3.1.2;;ANDALUCÍA;10,52453428
2011;Educación de calidad;4.3.1.2;;ANDALUCÍA;10,32975764
2012;Educación de calidad;4.3.1.2;;ANDALUCÍA;10,31392143
2013;Educación de calidad;4.3.1.2;;ANDALUCÍA;10,14608279
2014;Educación de calidad;4.3.1.2;;ANDALUCÍA;9,096088975
2015;Educación de calidad;4.3.1.2;;ANDALUCÍA;9,181449991
2016;Educación de calidad;4.3.1.2;;ANDALUCÍA;8,670392782
2017;Educación de calidad;4.3.1.2;;ANDALUCÍA;8,63772701
2018;Educación de calidad;4.3.1.2;;ANDALUCÍA;9,026866559
2019;Educación de calidad;4.3.1.2;;ANDALUCÍA;9,592996292
2010;Educación de calidad;4.3.1.3;Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;62,21713732
2011;Educación de calidad;4.3.1.3;Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;63,63765248
2012;Educación de calidad;4.3.1.3;Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;66,15565135
2013;Educación de calidad;4.3.1.3;Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;67,09304589
2014;Educación de calidad;4.3.1.3;Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;68,82916048
2015;Educación de calidad;4.3.1.3;Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;69,04698218
2016;Educación de calidad;4.3.1.3;Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;71,3186934
2017;Educación de calidad;4.3.1.3;Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;70,97969345
2018;Educación de calidad;4.3.1.3;Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;71,95059653
2019;Educación de calidad;4.3.1.3;Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;71,78776776
2010;Educación de calidad;4.3.1.4;Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;19,53495514
2011;Educación de calidad;4.3.1.4;Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;19,38924162
2012;Educación de calidad;4.3.1.4;Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;19,61553492
2013;Educación de calidad;4.3.1.4;Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;19,48533289
2014;Educación de calidad;4.3.1.4;Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;18,83769972
2015;Educación de calidad;4.3.1.4;Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;18,81078652
2016;Educación de calidad;4.3.1.4;Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;18,69817348
2017;Educación de calidad;4.3.1.4;Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;18,58450912
2018;Educación de calidad;4.3.1.4;Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;18,99304858
2019;Educación de calidad;4.3.1.4;Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas;ANDALUCÍA;19,53339458
2015;Educación de calidad;4.4.1.1;;ANDALUCÍA;59,91
2016;Educación de calidad;4.4.1.1;;ANDALUCÍA;62,01
2017;Educación de calidad;4.4.1.1;;ANDALUCÍA;63,98
2019;Educación de calidad;4.4.1.1;;ANDALUCÍA;68,01
2015;Educación de calidad;4.4.1.2;;ANDALUCÍA;89,49
2016;Educación de calidad;4.4.1.2;;ANDALUCÍA;92,32
2017;Educación de calidad;4.4.1.2;;ANDALUCÍA;92,63
2019;Educación de calidad;4.4.1.2;;ANDALUCÍA;95,48
2011;Educación de calidad;4.5.1.1;Índices de paridad (entre mujeres y hombres) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ;ANDALUCÍA;85,43048459
2016;Educación de calidad;4.5.1.1;Índices de paridad (entre mujeres y hombres) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ;ANDALUCÍA;97,89138312
2016;Educación de calidad;4.5.1.2;Índices de paridad (personas con limitaciones graves por problemas de salud y personas nada limitadas) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses;ANDALUCÍA;38,99196943
2016;Educación de calidad;4.5.1.2_4.5.1.6;Índices de paridad (personas con limitaciones por problemas de salud y personas nada limitadas) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ;ANDALUCÍA;78,67472416
